model,forecast_date,target,target_week_end_date,point,quantile_0.05,quantile_0.95
Ensemble,2020-09-27,1 wk ahead cum death,2020-10-04,619.0,,
Ensemble,2020-09-27,2 wk ahead cum death,2020-10-11,637.0,,
Ensemble,2020-09-27,3 wk ahead cum death,2020-10-18,655.0,,
Ensemble,2020-09-27,4 wk ahead cum death,2020-10-25,673.0,,
Ensemble,2020-09-27,5 wk ahead cum death,2020-11-01,691.0,,
Geneva,2020-05-24,1 wk ahead cum death,2020-05-31,169,,
Geneva,2020-05-31,1 wk ahead cum death,2020-06-07,250,,
Geneva,2020-06-07,1 wk ahead cum death,2020-06-14,279,,
Geneva,2020-06-14,1 wk ahead cum death,2020-06-21,308,,
Geneva,2020-06-21,1 wk ahead cum death,2020-06-28,342,,
Geneva,2020-06-28,1 wk ahead cum death,2020-07-05,353,,
Geneva,2020-07-05,1 wk ahead cum death,2020-07-12,385,,
Geneva,2020-07-12,1 wk ahead cum death,2020-07-19,408,,
Geneva,2020-07-19,1 wk ahead cum death,2020-07-26,425,,
Geneva,2020-07-26,1 wk ahead cum death,2020-08-02,452,,
Geneva,2020-08-02,1 wk ahead cum death,2020-08-09,468,,
Geneva,2020-08-09,1 wk ahead cum death,2020-08-16,496,,
Geneva,2020-08-16,1 wk ahead cum death,2020-08-23,514,,
Geneva,2020-08-30,1 wk ahead cum death,2020-09-06,540,,
Geneva,2020-09-13,1 wk ahead cum death,2020-09-20,576,,
Geneva,2020-10-04,1 wk ahead cum death,2020-10-11,647,,
IHME,2020-05-31,1 wk ahead cum death,2020-06-07,288,251,340
IHME,2020-05-31,2 wk ahead cum death,2020-06-14,372,292,514
IHME,2020-05-31,3 wk ahead cum death,2020-06-21,450,330,678
IHME,2020-05-31,4 wk ahead cum death,2020-06-28,520,363,818
IHME,2020-05-31,5 wk ahead cum death,2020-07-05,582,393,947
IHME,2020-05-31,6 wk ahead cum death,2020-07-12,638,419,1054
IHME,2020-06-14,1 wk ahead cum death,2020-06-21,320,318,323
IHME,2020-06-14,2 wk ahead cum death,2020-06-28,352,343,362
IHME,2020-06-14,3 wk ahead cum death,2020-07-05,385,366,406
IHME,2020-06-14,4 wk ahead cum death,2020-07-12,419,388,455
IHME,2020-06-14,5 wk ahead cum death,2020-07-19,455,409,510
IHME,2020-06-14,6 wk ahead cum death,2020-07-26,496,431,579
IHME,2020-06-28,1 wk ahead cum death,2020-07-05,381,367,398
IHME,2020-06-28,2 wk ahead cum death,2020-07-12,409,387,441
IHME,2020-06-28,3 wk ahead cum death,2020-07-19,436,403,484
IHME,2020-06-28,4 wk ahead cum death,2020-07-26,464,419,530
IHME,2020-06-28,5 wk ahead cum death,2020-08-02,494,434,586
IHME,2020-06-28,6 wk ahead cum death,2020-08-09,528,450,650
IHME,2020-07-05,1 wk ahead cum death,2020-07-12,391,387,396
IHME,2020-07-05,2 wk ahead cum death,2020-07-19,415,405,428
IHME,2020-07-05,3 wk ahead cum death,2020-07-26,440,421,463
IHME,2020-07-05,4 wk ahead cum death,2020-08-02,464,437,499
IHME,2020-07-05,5 wk ahead cum death,2020-08-09,488,451,539
IHME,2020-07-05,6 wk ahead cum death,2020-08-16,515,466,584
IHME,2020-07-12,1 wk ahead cum death,2020-07-19,409,417,404
IHME,2020-07-12,2 wk ahead cum death,2020-07-26,431,449,420
IHME,2020-07-12,3 wk ahead cum death,2020-08-02,454,486,436
IHME,2020-07-12,4 wk ahead cum death,2020-08-09,477,527,450
IHME,2020-07-12,5 wk ahead cum death,2020-08-16,502,570,465
IHME,2020-07-12,6 wk ahead cum death,2020-08-23,527,618,479
IHME,2020-07-19,1 wk ahead cum death,2020-07-26,426,431,413
IHME,2020-07-19,2 wk ahead cum death,2020-08-02,444,455,413
IHME,2020-07-19,3 wk ahead cum death,2020-08-09,462,480,413
IHME,2020-07-19,4 wk ahead cum death,2020-08-16,480,506,413
IHME,2020-07-19,5 wk ahead cum death,2020-08-23,497,533,413
IHME,2020-07-19,6 wk ahead cum death,2020-08-30,514,561,413
IHME,2020-07-26,1 wk ahead cum death,2020-08-02,443,449,438
IHME,2020-07-26,2 wk ahead cum death,2020-08-09,462,478,453
IHME,2020-07-26,3 wk ahead cum death,2020-08-16,483,511,467
IHME,2020-07-26,4 wk ahead cum death,2020-08-23,506,550,481
IHME,2020-07-26,5 wk ahead cum death,2020-08-30,530,594,496
IHME,2020-07-26,6 wk ahead cum death,2020-09-06,557,646,511
IHME,2020-08-02,1 wk ahead cum death,2020-08-09,489,502,481
IHME,2020-08-02,2 wk ahead cum death,2020-08-16,523,563,501
IHME,2020-08-02,3 wk ahead cum death,2020-08-23,562,641,521
IHME,2020-08-02,4 wk ahead cum death,2020-08-30,605,734,540
IHME,2020-08-02,5 wk ahead cum death,2020-09-06,654,850,561
IHME,2020-08-02,6 wk ahead cum death,2020-09-13,711,993,582
IHME,2020-08-23,1 wk ahead cum death,2020-08-30,544,553,537
IHME,2020-08-23,2 wk ahead cum death,2020-09-06,568,585,555
IHME,2020-08-23,3 wk ahead cum death,2020-09-13,591,619,572
IHME,2020-08-23,4 wk ahead cum death,2020-09-20,616,655,589
IHME,2020-08-23,5 wk ahead cum death,2020-09-27,642,695,606
IHME,2020-08-23,6 wk ahead cum death,2020-10-04,669,738,624
IHME,2020-08-30,1 wk ahead cum death,2020-09-06,548,560,540
IHME,2020-08-30,2 wk ahead cum death,2020-09-13,565,584,551
IHME,2020-08-30,3 wk ahead cum death,2020-09-20,580,608,561
IHME,2020-08-30,4 wk ahead cum death,2020-09-27,595,632,570
IHME,2020-08-30,5 wk ahead cum death,2020-10-04,610,657,579
IHME,2020-08-30,6 wk ahead cum death,2020-10-11,625,685,587
IHME,2020-08-30,1 wk ahead cum death,2020-09-06,537,539,535
IHME,2020-08-30,2 wk ahead cum death,2020-09-13,550,554,545
IHME,2020-08-30,3 wk ahead cum death,2020-09-20,560,567,554
IHME,2020-08-30,4 wk ahead cum death,2020-09-27,570,579,561
IHME,2020-08-30,5 wk ahead cum death,2020-10-04,579,591,568
IHME,2020-08-30,6 wk ahead cum death,2020-10-11,588,602,575
IHME,2020-09-13,1 wk ahead cum death,2020-09-20,566,572,561
IHME,2020-09-13,2 wk ahead cum death,2020-09-27,577,587,570
IHME,2020-09-13,3 wk ahead cum death,2020-10-04,588,601,578
IHME,2020-09-13,4 wk ahead cum death,2020-10-11,597,615,585
IHME,2020-09-13,5 wk ahead cum death,2020-10-18,606,629,592
IHME,2020-09-13,6 wk ahead cum death,2020-10-25,615,643,598
IHME,2020-09-20,1 wk ahead cum death,2020-09-27,595,603,588
IHME,2020-09-20,2 wk ahead cum death,2020-10-04,611,624,599
IHME,2020-09-20,3 wk ahead cum death,2020-10-11,628,647,609
IHME,2020-09-20,4 wk ahead cum death,2020-10-18,644,671,619
IHME,2020-09-20,5 wk ahead cum death,2020-10-25,662,697,629
IHME,2020-09-20,6 wk ahead cum death,2020-11-01,680,726,639
IHME,2020-09-20,1 wk ahead cum death,2020-09-27,601,606,597
IHME,2020-09-20,2 wk ahead cum death,2020-10-04,621,634,612
IHME,2020-09-20,3 wk ahead cum death,2020-10-11,641,664,625
IHME,2020-09-20,4 wk ahead cum death,2020-10-18,660,696,638
IHME,2020-09-20,5 wk ahead cum death,2020-10-25,680,730,650
IHME,2020-09-20,6 wk ahead cum death,2020-11-01,701,768,662
IHME,2020-10-04,1 wk ahead cum death,2020-10-11,628,636,620
IHME,2020-10-04,2 wk ahead cum death,2020-10-18,640,654,627
IHME,2020-10-04,3 wk ahead cum death,2020-10-25,651,669,634
IHME,2020-10-04,4 wk ahead cum death,2020-11-01,660,683,639
IHME,2020-10-04,5 wk ahead cum death,2020-11-08,668,696,643
IHME,2020-10-04,6 wk ahead cum death,2020-11-15,676,709,647
Imperial,2020-05-17,1 wk ahead cum death,2020-05-24,204,167,242
Imperial,2020-05-24,1 wk ahead cum death,2020-05-31,201,182,223
Imperial,2020-05-31,1 wk ahead cum death,2020-06-07,272,246,314
Imperial,2020-06-07,1 wk ahead cum death,2020-06-14,301,285,320
Imperial,2020-06-14,1 wk ahead cum death,2020-06-21,317,306,331
Imperial,2020-06-21,1 wk ahead cum death,2020-06-28,344,334,357
Imperial,2020-06-28,1 wk ahead cum death,2020-07-05,366,355,383
Imperial,2020-07-05,1 wk ahead cum death,2020-07-12,387,376,405
Imperial,2020-07-12,1 wk ahead cum death,2020-07-19,407,397,423
Imperial,2020-07-19,1 wk ahead cum death,2020-07-26,428,418,442
Imperial,2020-07-26,1 wk ahead cum death,2020-08-02,453,442,475
Imperial,2020-08-02,1 wk ahead cum death,2020-08-09,477,466,489
Imperial,2020-08-09,1 wk ahead cum death,2020-08-16,499,490,511
Imperial,2020-08-16,1 wk ahead cum death,2020-08-23,500,489,520
Imperial,2020-08-30,1 wk ahead cum death,2020-09-06,545,537,564
Imperial,2020-09-13,1 wk ahead cum death,2020-09-20,579,569,592
Imperial,2020-09-20,1 wk ahead cum death,2020-09-27,609,597,632
Imperial,2020-10-04,1 wk ahead cum death,2020-10-11,646,636,667
LANL,2020-05-31,1 wk ahead cum death,2020-06-07,264,235,312
LANL,2020-05-31,2 wk ahead cum death,2020-06-14,312,255,423
LANL,2020-05-31,3 wk ahead cum death,2020-06-21,356,268,547
LANL,2020-05-31,4 wk ahead cum death,2020-06-28,395,281,677
LANL,2020-05-31,5 wk ahead cum death,2020-07-05,427,289,817
LANL,2020-05-31,6 wk ahead cum death,2020-07-12,456,295,940
LANL,2020-06-14,1 wk ahead cum death,2020-06-21,327,306,365
LANL,2020-06-14,2 wk ahead cum death,2020-06-28,356,317,428
LANL,2020-06-14,3 wk ahead cum death,2020-07-05,382,326,496
LANL,2020-06-14,4 wk ahead cum death,2020-07-12,404,333,566
LANL,2020-06-14,5 wk ahead cum death,2020-07-19,424,339,630
LANL,2020-06-14,6 wk ahead cum death,2020-07-26,440,344,695
LANL,2020-06-21,1 wk ahead cum death,2020-06-28,353,338,381
LANL,2020-06-21,2 wk ahead cum death,2020-07-05,377,347,433
LANL,2020-06-21,3 wk ahead cum death,2020-07-12,397,355,483
LANL,2020-06-21,4 wk ahead cum death,2020-07-19,414,361,530
LANL,2020-06-21,5 wk ahead cum death,2020-07-26,428,366,571
LANL,2020-06-21,6 wk ahead cum death,2020-08-02,439,369,615
LANL,2020-06-28,1 wk ahead cum death,2020-07-05,375,360,403
LANL,2020-06-28,2 wk ahead cum death,2020-07-12,399,369,452
LANL,2020-06-28,3 wk ahead cum death,2020-07-19,420,376,503
LANL,2020-06-28,4 wk ahead cum death,2020-07-26,438,383,554
LANL,2020-06-28,5 wk ahead cum death,2020-08-02,454,386,600
LANL,2020-06-28,6 wk ahead cum death,2020-08-09,465,389,638
LANL,2020-07-05,1 wk ahead cum death,2020-07-12,390,377,414
LANL,2020-07-05,2 wk ahead cum death,2020-07-19,410,385,458
LANL,2020-07-05,3 wk ahead cum death,2020-07-26,428,393,502
LANL,2020-07-05,4 wk ahead cum death,2020-08-02,443,398,542
LANL,2020-07-05,5 wk ahead cum death,2020-08-09,455,402,583
LANL,2020-07-05,6 wk ahead cum death,2020-08-16,466,405,617
LANL,2020-07-12,1 wk ahead cum death,2020-07-19,411,399,431
LANL,2020-07-12,2 wk ahead cum death,2020-07-26,429,408,472
LANL,2020-07-12,3 wk ahead cum death,2020-08-02,445,414,510
LANL,2020-07-12,4 wk ahead cum death,2020-08-09,458,418,547
LANL,2020-07-12,5 wk ahead cum death,2020-08-16,468,422,584
LANL,2020-07-12,6 wk ahead cum death,2020-08-23,477,425,621
LANL,2020-07-19,1 wk ahead cum death,2020-07-26,423,414,440
LANL,2020-07-19,2 wk ahead cum death,2020-08-02,435,419,467
LANL,2020-07-19,3 wk ahead cum death,2020-08-09,446,423,492
LANL,2020-07-19,4 wk ahead cum death,2020-08-16,455,426,513
LANL,2020-07-19,5 wk ahead cum death,2020-08-23,462,429,537
LANL,2020-07-19,6 wk ahead cum death,2020-08-30,468,431,557
LANL,2020-07-26,1 wk ahead cum death,2020-08-02,452,441,472
LANL,2020-07-26,2 wk ahead cum death,2020-08-09,467,447,507
LANL,2020-07-26,3 wk ahead cum death,2020-08-16,481,452,539
LANL,2020-07-26,4 wk ahead cum death,2020-08-23,492,456,571
LANL,2020-07-26,5 wk ahead cum death,2020-08-30,502,459,596
LANL,2020-07-26,6 wk ahead cum death,2020-09-06,510,462,623
LANL,2020-08-02,1 wk ahead cum death,2020-08-09,473,463,490
LANL,2020-08-02,2 wk ahead cum death,2020-08-16,486,469,518
LANL,2020-08-02,3 wk ahead cum death,2020-08-23,497,473,546
LANL,2020-08-02,4 wk ahead cum death,2020-08-30,506,476,571
LANL,2020-08-02,5 wk ahead cum death,2020-09-06,513,478,592
LANL,2020-08-02,6 wk ahead cum death,2020-09-13,520,480,613
LANL,2020-08-09,1 wk ahead cum death,2020-08-16,497,485,518
LANL,2020-08-09,2 wk ahead cum death,2020-08-23,513,492,554
LANL,2020-08-09,3 wk ahead cum death,2020-08-30,526,497,588
LANL,2020-08-09,4 wk ahead cum death,2020-09-06,538,502,618
LANL,2020-08-09,5 wk ahead cum death,2020-09-13,547,504,646
LANL,2020-08-09,6 wk ahead cum death,2020-09-20,554,506,670
LANL,2020-08-16,1 wk ahead cum death,2020-08-23,520,509,540
LANL,2020-08-16,2 wk ahead cum death,2020-08-30,536,516,575
LANL,2020-08-16,3 wk ahead cum death,2020-09-06,549,520,609
LANL,2020-08-16,4 wk ahead cum death,2020-09-13,560,524,642
LANL,2020-08-16,5 wk ahead cum death,2020-09-20,569,527,670
LANL,2020-08-16,6 wk ahead cum death,2020-09-27,577,529,693
LANL,2020-08-23,1 wk ahead cum death,2020-08-30,533,523,554
LANL,2020-08-23,2 wk ahead cum death,2020-09-06,548,529,590
LANL,2020-08-23,3 wk ahead cum death,2020-09-13,561,533,622
LANL,2020-08-23,4 wk ahead cum death,2020-09-20,572,536,651
LANL,2020-08-23,5 wk ahead cum death,2020-09-27,580,540,678
LANL,2020-08-23,6 wk ahead cum death,2020-10-04,587,542,699
LANL,2020-08-30,1 wk ahead cum death,2020-09-06,546,537,563
LANL,2020-08-30,2 wk ahead cum death,2020-09-13,560,543,593
LANL,2020-08-30,3 wk ahead cum death,2020-09-20,572,547,621
LANL,2020-08-30,4 wk ahead cum death,2020-09-27,582,550,646
LANL,2020-08-30,5 wk ahead cum death,2020-10-04,589,553,670
LANL,2020-08-30,6 wk ahead cum death,2020-10-11,595,555,689
LANL,2020-09-06,1 wk ahead cum death,2020-09-13,564,553,582
LANL,2020-09-06,2 wk ahead cum death,2020-09-20,580,559,617
LANL,2020-09-06,3 wk ahead cum death,2020-09-27,594,564,647
LANL,2020-09-06,4 wk ahead cum death,2020-10-04,606,569,677
LANL,2020-09-06,5 wk ahead cum death,2020-10-11,616,571,705
LANL,2020-09-06,6 wk ahead cum death,2020-10-18,624,574,728
LANL,2020-09-13,1 wk ahead cum death,2020-09-20,577,568,595
LANL,2020-09-13,2 wk ahead cum death,2020-09-27,592,574,625
LANL,2020-09-13,3 wk ahead cum death,2020-10-04,605,579,654
LANL,2020-09-13,4 wk ahead cum death,2020-10-11,614,583,678
LANL,2020-09-13,5 wk ahead cum death,2020-10-18,624,586,704
LANL,2020-09-13,6 wk ahead cum death,2020-10-25,630,588,724
LANL,2020-09-20,1 wk ahead cum death,2020-09-27,599,590,614
LANL,2020-09-20,2 wk ahead cum death,2020-10-04,611,595,640
LANL,2020-09-20,3 wk ahead cum death,2020-10-11,622,599,663
LANL,2020-09-20,4 wk ahead cum death,2020-10-18,630,602,684
LANL,2020-09-20,5 wk ahead cum death,2020-10-25,637,604,706
LANL,2020-09-20,6 wk ahead cum death,2020-11-01,643,606,725
LANL,2020-09-27,1 wk ahead cum death,2020-10-04,615,607,631
LANL,2020-09-27,2 wk ahead cum death,2020-10-11,628,612,657
LANL,2020-09-27,3 wk ahead cum death,2020-10-18,638,617,680
LANL,2020-09-27,4 wk ahead cum death,2020-10-25,647,620,700
LANL,2020-09-27,5 wk ahead cum death,2020-11-01,654,622,719
LANL,2020-09-27,6 wk ahead cum death,2020-11-08,660,625,737
LANL,2020-10-04,1 wk ahead cum death,2020-10-11,637,629,651
LANL,2020-10-04,2 wk ahead cum death,2020-10-18,647,633,673
LANL,2020-10-04,3 wk ahead cum death,2020-10-25,656,637,692
LANL,2020-10-04,4 wk ahead cum death,2020-11-01,663,640,711
LANL,2020-10-04,5 wk ahead cum death,2020-11-08,668,642,727
LANL,2020-10-04,6 wk ahead cum death,2020-11-15,673,643,742
MIT,2020-04-19,1 wk ahead cum death,2020-04-26,9,9,9
MIT,2020-04-19,2 wk ahead cum death,2020-05-03,14,14,14
MIT,2020-04-19,3 wk ahead cum death,2020-05-10,20,20,20
MIT,2020-04-19,4 wk ahead cum death,2020-05-17,27,27,27
MIT,2020-04-19,5 wk ahead cum death,2020-05-24,33,33,33
MIT,2020-04-19,6 wk ahead cum death,2020-05-31,40,40,40
MIT,2020-04-26,1 wk ahead cum death,2020-05-03,18,18,18
MIT,2020-04-26,2 wk ahead cum death,2020-05-10,26,26,26
MIT,2020-04-26,3 wk ahead cum death,2020-05-17,35,35,35
MIT,2020-04-26,4 wk ahead cum death,2020-05-24,44,44,44
MIT,2020-04-26,5 wk ahead cum death,2020-05-31,53,53,53
MIT,2020-04-26,6 wk ahead cum death,2020-06-07,62,62,62
MIT,2020-05-03,1 wk ahead cum death,2020-05-10,48,48,48
MIT,2020-05-03,2 wk ahead cum death,2020-05-17,69,69,69
MIT,2020-05-03,3 wk ahead cum death,2020-05-24,93,93,93
MIT,2020-05-03,4 wk ahead cum death,2020-05-31,118,118,118
MIT,2020-05-03,5 wk ahead cum death,2020-06-07,144,144,144
MIT,2020-05-03,6 wk ahead cum death,2020-06-14,169,169,169
MIT,2020-05-17,1 wk ahead cum death,2020-05-24,172,172,172
MIT,2020-05-17,2 wk ahead cum death,2020-05-31,268,268,268
MIT,2020-05-17,3 wk ahead cum death,2020-06-07,401,401,401
MIT,2020-05-17,4 wk ahead cum death,2020-06-14,576,576,576
MIT,2020-05-24,1 wk ahead cum death,2020-05-31,266,266,266
MIT,2020-05-24,2 wk ahead cum death,2020-06-07,404,404,404
MIT,2020-05-24,3 wk ahead cum death,2020-06-14,591,591,591
MIT,2020-05-24,4 wk ahead cum death,2020-06-21,834,834,834
MIT,2020-05-24,5 wk ahead cum death,2020-06-28,1133,1133,1133
MIT,2020-05-24,6 wk ahead cum death,2020-07-05,1485,1485,1485
MIT,2020-05-31,1 wk ahead cum death,2020-06-07,314,314,314
MIT,2020-05-31,2 wk ahead cum death,2020-06-14,418,418,418
MIT,2020-05-31,3 wk ahead cum death,2020-06-21,535,535,535
MIT,2020-05-31,4 wk ahead cum death,2020-06-28,659,659,659
MIT,2020-05-31,5 wk ahead cum death,2020-07-05,785,785,785
MIT,2020-05-31,6 wk ahead cum death,2020-07-12,908,908,908
MIT,2020-06-07,1 wk ahead cum death,2020-06-14,344,344,344
MIT,2020-06-07,2 wk ahead cum death,2020-06-21,413,413,413
MIT,2020-06-07,3 wk ahead cum death,2020-06-28,480,480,480
MIT,2020-06-07,4 wk ahead cum death,2020-07-05,540,540,540
MIT,2020-06-07,5 wk ahead cum death,2020-07-12,592,592,592
MIT,2020-06-14,1 wk ahead cum death,2020-06-21,358,358,358
MIT,2020-06-14,2 wk ahead cum death,2020-06-28,401,401,401
MIT,2020-06-14,3 wk ahead cum death,2020-07-05,437,437,437
MIT,2020-06-14,4 wk ahead cum death,2020-07-12,467,467,467
MIT,2020-06-14,5 wk ahead cum death,2020-07-19,490,490,490
MIT,2020-06-14,6 wk ahead cum death,2020-07-26,507,507,507
MIT,2020-06-21,1 wk ahead cum death,2020-06-28,372,372,372
MIT,2020-06-21,2 wk ahead cum death,2020-07-05,400,400,400
MIT,2020-06-21,3 wk ahead cum death,2020-07-12,423,423,423
MIT,2020-06-21,4 wk ahead cum death,2020-07-19,440,440,440
MIT,2020-06-21,5 wk ahead cum death,2020-07-26,452,452,452
