model,forecast_date,target,target_week_end_date,point,quantile_0.05,quantile_0.95
Ensemble,2020-07-26,2 wk ahead cum cases,2020-08-09,71066.0,,
Ensemble,2020-07-26,3 wk ahead cum cases,2020-08-16,73824.0,,
Ensemble,2020-07-26,4 wk ahead cum cases,2020-08-23,76121.0,,
Ensemble,2020-07-26,5 wk ahead cum cases,2020-08-30,77917.0,,
Ensemble,2020-07-26,6 wk ahead cum cases,2020-09-06,79594.0,,
Ensemble,2020-08-02,1 wk ahead cum cases,2020-08-09,71125.0,,
Ensemble,2020-08-02,2 wk ahead cum cases,2020-08-16,73827.0,,
Ensemble,2020-08-02,3 wk ahead cum cases,2020-08-23,76014.0,,
Ensemble,2020-08-02,4 wk ahead cum cases,2020-08-30,77892.0,,
Ensemble,2020-08-02,5 wk ahead cum cases,2020-09-06,79369.0,,
Ensemble,2020-08-02,6 wk ahead cum cases,2020-09-13,80665.0,,
Ensemble,2020-08-23,1 wk ahead cum cases,2020-08-30,84209.0,,
Ensemble,2020-08-23,2 wk ahead cum cases,2020-09-06,87280.0,,
Ensemble,2020-08-23,3 wk ahead cum cases,2020-09-13,89888.0,,
Ensemble,2020-08-23,4 wk ahead cum cases,2020-09-20,91959.0,,
Ensemble,2020-08-23,5 wk ahead cum cases,2020-09-27,93617.0,,
Ensemble,2020-08-23,6 wk ahead cum cases,2020-10-04,95134.0,,
Ensemble,2020-08-30,1 wk ahead cum cases,2020-09-06,88151.0,,
Ensemble,2020-08-30,2 wk ahead cum cases,2020-09-13,91067.0,,
Ensemble,2020-08-30,3 wk ahead cum cases,2020-09-20,93480.0,,
Ensemble,2020-08-30,4 wk ahead cum cases,2020-09-27,95544.0,,
Ensemble,2020-08-30,5 wk ahead cum cases,2020-10-04,97293.0,,
Ensemble,2020-08-30,6 wk ahead cum cases,2020-10-11,98532.0,,
Ensemble,2020-09-13,1 wk ahead cum cases,2020-09-20,98798.0,,
Ensemble,2020-09-13,2 wk ahead cum cases,2020-09-27,102143.0,,
Ensemble,2020-09-13,3 wk ahead cum cases,2020-10-04,104994.0,,
Ensemble,2020-09-13,4 wk ahead cum cases,2020-10-11,107383.0,,
Ensemble,2020-09-13,5 wk ahead cum cases,2020-10-18,109164.0,,
Ensemble,2020-09-13,6 wk ahead cum cases,2020-10-25,110595.0,,
Ensemble,2020-09-20,1 wk ahead cum cases,2020-09-27,102892.0,,
Ensemble,2020-09-20,2 wk ahead cum cases,2020-10-04,105731.0,,
Ensemble,2020-09-20,3 wk ahead cum cases,2020-10-11,108094.0,,
Ensemble,2020-09-20,4 wk ahead cum cases,2020-10-18,110048.0,,
Ensemble,2020-09-20,5 wk ahead cum cases,2020-10-25,111610.0,,
Ensemble,2020-09-20,6 wk ahead cum cases,2020-11-01,112888.0,,
Ensemble,2020-10-04,1 wk ahead cum cases,2020-10-11,109938.0,,
Ensemble,2020-10-04,2 wk ahead cum cases,2020-10-18,112302.0,,
Ensemble,2020-10-04,3 wk ahead cum cases,2020-10-25,114253.0,,
Ensemble,2020-10-04,4 wk ahead cum cases,2020-11-01,115846.0,,
Ensemble,2020-10-04,5 wk ahead cum cases,2020-11-08,117134.0,,
Ensemble,2020-10-04,6 wk ahead cum cases,2020-11-15,118135.0,,
Ensemble,2020-10-11,1 wk ahead cum cases,2020-10-18,114520.0,,
Ensemble,2020-10-11,2 wk ahead cum cases,2020-10-25,117308.0,,
Ensemble,2020-10-11,3 wk ahead cum cases,2020-11-01,119622.0,,
Ensemble,2020-10-11,4 wk ahead cum cases,2020-11-08,121545.0,,
Ensemble,2020-10-11,5 wk ahead cum cases,2020-11-15,123028.0,,
Ensemble,2020-10-11,6 wk ahead cum cases,2020-11-22,124283.0,,
IHME,2020-05-31,1 wk ahead cum cases,2020-06-07,48551,71770,35762
IHME,2020-05-31,2 wk ahead cum cases,2020-06-14,66318,108005,43074
IHME,2020-05-31,3 wk ahead cum cases,2020-06-21,82831,143039,49643
IHME,2020-05-31,4 wk ahead cum cases,2020-06-28,98468,177535,55635
IHME,2020-05-31,5 wk ahead cum cases,2020-07-05,113585,211989,61281
IHME,2020-05-31,6 wk ahead cum cases,2020-07-12,128524,247713,66750
IHME,2020-06-14,1 wk ahead cum cases,2020-06-21,49235,54943,44556
IHME,2020-06-14,2 wk ahead cum cases,2020-06-28,61670,74109,51908
IHME,2020-06-14,3 wk ahead cum cases,2020-07-05,75421,97230,59160
IHME,2020-06-14,4 wk ahead cum cases,2020-07-12,92081,127729,66945
IHME,2020-06-14,5 wk ahead cum cases,2020-07-19,114170,172205,75966
IHME,2020-06-14,6 wk ahead cum cases,2020-07-26,146178,243836,87087
IHME,2020-06-28,1 wk ahead cum cases,2020-07-05,55529,63145,50899
IHME,2020-06-28,2 wk ahead cum cases,2020-07-12,65795,81849,56320
IHME,2020-06-28,3 wk ahead cum cases,2020-07-19,77262,104359,61907
IHME,2020-06-28,4 wk ahead cum cases,2020-07-26,90855,132732,67952
IHME,2020-06-28,5 wk ahead cum cases,2020-08-02,107915,171317,74874
IHME,2020-06-28,6 wk ahead cum cases,2020-08-09,130490,228399,83062
IHME,2020-07-05,1 wk ahead cum cases,2020-07-12,59050,63742,55642
IHME,2020-07-05,2 wk ahead cum cases,2020-07-19,67704,77573,60821
IHME,2020-07-05,3 wk ahead cum cases,2020-07-26,76760,93130,65875
IHME,2020-07-05,4 wk ahead cum cases,2020-08-02,86562,111445,71088
IHME,2020-07-05,5 wk ahead cum cases,2020-08-09,97650,134265,76623
IHME,2020-07-05,6 wk ahead cum cases,2020-08-16,110845,163496,82778
IHME,2020-07-12,1 wk ahead cum cases,2020-07-19,63439,60083,69818
IHME,2020-07-12,2 wk ahead cum cases,2020-07-26,71901,65226,84832
IHME,2020-07-12,3 wk ahead cum cases,2020-08-02,80748,70291,101055
IHME,2020-07-12,4 wk ahead cum cases,2020-08-09,90170,75402,118983
IHME,2020-07-12,5 wk ahead cum cases,2020-08-16,100479,80743,139158
IHME,2020-07-12,6 wk ahead cum cases,2020-08-23,112122,86465,163224
IHME,2020-07-19,1 wk ahead cum cases,2020-07-26,66082,66082,69270
IHME,2020-07-19,2 wk ahead cum cases,2020-08-02,72264,72264,78587
IHME,2020-07-19,3 wk ahead cum cases,2020-08-09,78395,78395,88127
IHME,2020-07-19,4 wk ahead cum cases,2020-08-16,84533,84533,98032
IHME,2020-07-19,5 wk ahead cum cases,2020-08-23,90765,90765,108582
IHME,2020-07-19,6 wk ahead cum cases,2020-08-30,97205,97205,119978
IHME,2020-07-26,1 wk ahead cum cases,2020-08-02,72104,69154,77873
IHME,2020-07-26,2 wk ahead cum cases,2020-08-09,80428,74265,92769
IHME,2020-07-26,3 wk ahead cum cases,2020-08-16,89559,79352,110127
IHME,2020-07-26,4 wk ahead cum cases,2020-08-23,99794,84445,130612
IHME,2020-07-26,5 wk ahead cum cases,2020-08-30,111429,89607,156106
IHME,2020-07-26,6 wk ahead cum cases,2020-09-06,124782,94942,187160
IHME,2020-08-02,1 wk ahead cum cases,2020-08-09,84137,75407,102665
IHME,2020-08-02,2 wk ahead cum cases,2020-08-16,100739,82449,141509
IHME,2020-08-02,3 wk ahead cum cases,2020-08-23,119621,89859,188781
IHME,2020-08-02,4 wk ahead cum cases,2020-08-30,141321,97862,245317
IHME,2020-08-02,5 wk ahead cum cases,2020-09-06,166477,106429,315657
IHME,2020-08-02,6 wk ahead cum cases,2020-09-13,195880,115639,399864
IHME,2020-08-23,1 wk ahead cum cases,2020-08-30,89723,86749,94392
IHME,2020-08-23,2 wk ahead cum cases,2020-09-06,98656,92684,107999
IHME,2020-08-23,3 wk ahead cum cases,2020-09-13,108140,98827,122956
IHME,2020-08-23,4 wk ahead cum cases,2020-09-20,118402,105212,139524
IHME,2020-08-23,5 wk ahead cum cases,2020-09-27,129732,111971,158409
IHME,2020-08-23,6 wk ahead cum cases,2020-10-04,142499,119139,179926
IHME,2020-08-30,1 wk ahead cum cases,2020-09-06,91833,89092,96215
IHME,2020-08-30,2 wk ahead cum cases,2020-09-13,98382,92944,107156
IHME,2020-08-30,3 wk ahead cum cases,2020-09-20,105033,96528,118816
IHME,2020-08-30,4 wk ahead cum cases,2020-09-27,111969,99919,131433
IHME,2020-08-30,5 wk ahead cum cases,2020-10-04,119367,103203,145506
IHME,2020-08-30,6 wk ahead cum cases,2020-10-11,127447,106466,161224
IHME,2020-09-13,1 wk ahead cum cases,2020-09-20,99184,97944,101201
IHME,2020-09-13,2 wk ahead cum cases,2020-09-27,103282,100824,107222
IHME,2020-09-13,3 wk ahead cum cases,2020-10-04,107274,103450,113376
IHME,2020-09-13,4 wk ahead cum cases,2020-10-11,111281,105906,119837
IHME,2020-09-13,5 wk ahead cum cases,2020-10-18,115417,108247,126802
IHME,2020-09-13,6 wk ahead cum cases,2020-10-25,119801,110545,134389
IHME,2020-09-20,1 wk ahead cum cases,2020-09-27,107300,104130,110728
IHME,2020-09-20,2 wk ahead cum cases,2020-10-04,114730,108448,121558
IHME,2020-09-20,3 wk ahead cum cases,2020-10-11,122524,112783,133259
IHME,2020-09-20,4 wk ahead cum cases,2020-10-18,130864,117266,146229
IHME,2020-09-20,5 wk ahead cum cases,2020-10-25,140015,121986,160926
IHME,2020-09-20,6 wk ahead cum cases,2020-11-01,150304,127094,178033
IHME,2020-10-04,1 wk ahead cum cases,2020-10-11,111411,109085,113816
IHME,2020-10-04,2 wk ahead cum cases,2020-10-18,115217,110990,119786
IHME,2020-10-04,3 wk ahead cum cases,2020-10-25,118682,112631,125571
IHME,2020-10-04,4 wk ahead cum cases,2020-11-01,121931,114091,131323
IHME,2020-10-04,5 wk ahead cum cases,2020-11-08,125094,115382,137212
IHME,2020-10-04,6 wk ahead cum cases,2020-11-15,128282,116529,143433
IHME,2020-10-11,1 wk ahead cum cases,2020-10-18,122236,118798,130039
IHME,2020-10-11,2 wk ahead cum cases,2020-10-25,133161,126076,149091
IHME,2020-10-11,3 wk ahead cum cases,2020-11-01,144901,133616,169979
IHME,2020-10-11,4 wk ahead cum cases,2020-11-08,157691,141415,193092
IHME,2020-10-11,5 wk ahead cum cases,2020-11-15,171877,149524,219319
IHME,2020-10-11,6 wk ahead cum cases,2020-11-22,187851,158215,248597
LANL,2020-05-31,1 wk ahead cum cases,2020-06-07,33272,30444,36980
LANL,2020-05-31,2 wk ahead cum cases,2020-06-14,39129,32977,48992
LANL,2020-05-31,3 wk ahead cum cases,2020-06-21,44345,35043,62987
LANL,2020-05-31,4 wk ahead cum cases,2020-06-28,49078,36622,78391
LANL,2020-05-31,5 wk ahead cum cases,2020-07-05,53291,37831,92834
LANL,2020-05-31,6 wk ahead cum cases,2020-07-12,56333,38569,107825
LANL,2020-06-14,1 wk ahead cum cases,2020-06-21,39505,37645,42149
LANL,2020-06-14,2 wk ahead cum cases,2020-06-28,42627,39079,48523
LANL,2020-06-14,3 wk ahead cum cases,2020-07-05,45321,40149,55333
LANL,2020-06-14,4 wk ahead cum cases,2020-07-12,47814,40954,62109
LANL,2020-06-14,5 wk ahead cum cases,2020-07-19,49858,41613,68689
LANL,2020-06-14,6 wk ahead cum cases,2020-07-26,51523,42077,74491
LANL,2020-06-21,1 wk ahead cum cases,2020-06-28,43016,41439,45164
LANL,2020-06-21,2 wk ahead cum cases,2020-07-05,45932,42760,50788
LANL,2020-06-21,3 wk ahead cum cases,2020-07-12,48309,43714,56415
LANL,2020-06-21,4 wk ahead cum cases,2020-07-19,50358,44476,61522
LANL,2020-06-21,5 wk ahead cum cases,2020-07-26,52000,45109,66532
LANL,2020-06-21,6 wk ahead cum cases,2020-08-02,53390,45490,72093
LANL,2020-06-28,1 wk ahead cum cases,2020-07-05,49419,47378,52243
LANL,2020-06-28,2 wk ahead cum cases,2020-07-12,53272,49180,59968
LANL,2020-06-28,3 wk ahead cum cases,2020-07-19,56594,50465,67431
LANL,2020-06-28,4 wk ahead cum cases,2020-07-26,59404,51620,74701
LANL,2020-06-28,5 wk ahead cum cases,2020-08-02,61853,52471,81099
LANL,2020-06-28,6 wk ahead cum cases,2020-08-09,63821,53132,86959
LANL,2020-07-05,1 wk ahead cum cases,2020-07-12,54474,52358,57324
LANL,2020-07-05,2 wk ahead cum cases,2020-07-19,58451,54240,64885
LANL,2020-07-05,3 wk ahead cum cases,2020-07-26,61880,55627,72689
LANL,2020-07-05,4 wk ahead cum cases,2020-08-02,64728,56790,80469
LANL,2020-07-05,5 wk ahead cum cases,2020-08-09,67255,57634,87827
LANL,2020-07-05,6 wk ahead cum cases,2020-08-16,69294,58259,94939
LANL,2020-07-12,1 wk ahead cum cases,2020-07-19,59618,57463,62621
LANL,2020-07-12,2 wk ahead cum cases,2020-07-26,63646,59241,70624
LANL,2020-07-12,3 wk ahead cum cases,2020-08-02,67066,60712,78159
LANL,2020-07-12,4 wk ahead cum cases,2020-08-09,69925,61834,85702
LANL,2020-07-12,5 wk ahead cum cases,2020-08-16,72230,62509,93916
LANL,2020-07-12,6 wk ahead cum cases,2020-08-23,74274,62956,101051
LANL,2020-07-19,1 wk ahead cum cases,2020-07-26,62522,60958,64654
LANL,2020-07-19,2 wk ahead cum cases,2020-08-02,65338,62239,69991
LANL,2020-07-19,3 wk ahead cum cases,2020-08-09,67676,63223,75300
LANL,2020-07-19,4 wk ahead cum cases,2020-08-16,69561,63961,80062
LANL,2020-07-19,5 wk ahead cum cases,2020-08-23,71132,64468,84684
LANL,2020-07-19,6 wk ahead cum cases,2020-08-30,72464,64843,88788
LANL,2020-07-26,1 wk ahead cum cases,2020-08-02,67702,65818,70090
LANL,2020-07-26,2 wk ahead cum cases,2020-08-09,71066,67300,76365
LANL,2020-07-26,3 wk ahead cum cases,2020-08-16,73824,68372,82694
LANL,2020-07-26,4 wk ahead cum cases,2020-08-23,76121,69290,88688
LANL,2020-07-26,5 wk ahead cum cases,2020-08-30,77917,69958,94194
LANL,2020-07-26,6 wk ahead cum cases,2020-09-06,79594,70415,98651
LANL,2020-08-02,1 wk ahead cum cases,2020-08-09,71125,69635,73292
LANL,2020-08-02,2 wk ahead cum cases,2020-08-16,73827,70918,78505
LANL,2020-08-02,3 wk ahead cum cases,2020-08-23,76014,71849,83773
LANL,2020-08-02,4 wk ahead cum cases,2020-08-30,77892,72499,88356
LANL,2020-08-02,5 wk ahead cum cases,2020-09-06,79369,73017,92763
LANL,2020-08-02,6 wk ahead cum cases,2020-09-13,80665,73395,96461
LANL,2020-08-09,1 wk ahead cum cases,2020-08-16,75256,73569,77598
LANL,2020-08-09,2 wk ahead cum cases,2020-08-23,78302,74942,83435
LANL,2020-08-09,3 wk ahead cum cases,2020-08-30,80818,75984,88987
LANL,2020-08-09,4 wk ahead cum cases,2020-09-06,82884,76733,94247
LANL,2020-08-09,5 wk ahead cum cases,2020-09-13,84490,77345,98892
LANL,2020-08-09,6 wk ahead cum cases,2020-09-20,85900,77751,103003
LANL,2020-08-16,1 wk ahead cum cases,2020-08-23,79789,78170,82300
LANL,2020-08-16,2 wk ahead cum cases,2020-08-30,82735,79535,88156
LANL,2020-08-16,3 wk ahead cum cases,2020-09-06,85274,80463,93745
LANL,2020-08-16,4 wk ahead cum cases,2020-09-13,87381,81132,99058
LANL,2020-08-16,5 wk ahead cum cases,2020-09-20,89026,81593,103989
LANL,2020-08-16,6 wk ahead cum cases,2020-09-27,90400,82008,108291
LANL,2020-08-23,1 wk ahead cum cases,2020-08-30,84209,82470,86728
LANL,2020-08-23,2 wk ahead cum cases,2020-09-06,87280,83843,92678
LANL,2020-08-23,3 wk ahead cum cases,2020-09-13,89888,84827,98317
LANL,2020-08-23,4 wk ahead cum cases,2020-09-20,91959,85560,103800
LANL,2020-08-23,5 wk ahead cum cases,2020-09-27,93617,86165,108769
LANL,2020-08-23,6 wk ahead cum cases,2020-10-04,95134,86743,112853
LANL,2020-08-30,1 wk ahead cum cases,2020-09-06,88151,86471,90646
LANL,2020-08-30,2 wk ahead cum cases,2020-09-13,91067,87831,96359
LANL,2020-08-30,3 wk ahead cum cases,2020-09-20,93480,88794,101895
LANL,2020-08-30,4 wk ahead cum cases,2020-09-27,95544,89505,107034
LANL,2020-08-30,5 wk ahead cum cases,2020-10-04,97293,90236,111524
LANL,2020-08-30,6 wk ahead cum cases,2020-10-11,98532,90627,116176
LANL,2020-09-06,1 wk ahead cum cases,2020-09-13,94107,91971,96981
LANL,2020-09-06,2 wk ahead cum cases,2020-09-20,97898,93678,104182
LANL,2020-09-06,3 wk ahead cum cases,2020-09-27,100959,94859,110728
LANL,2020-09-06,4 wk ahead cum cases,2020-10-04,103616,95794,116920
LANL,2020-09-06,5 wk ahead cum cases,2020-10-11,105863,96510,123321
LANL,2020-09-06,6 wk ahead cum cases,2020-10-18,107665,97123,129077
LANL,2020-09-13,1 wk ahead cum cases,2020-09-20,98798,96944,101436
LANL,2020-09-13,2 wk ahead cum cases,2020-09-27,102143,98544,107895
LANL,2020-09-13,3 wk ahead cum cases,2020-10-04,104994,99792,114157
LANL,2020-09-13,4 wk ahead cum cases,2020-10-11,107383,100639,119436
LANL,2020-09-13,5 wk ahead cum cases,2020-10-18,109164,101299,124442
LANL,2020-09-13,6 wk ahead cum cases,2020-10-25,110595,101784,128925
LANL,2020-09-20,1 wk ahead cum cases,2020-09-27,102892,101189,105295
LANL,2020-09-20,2 wk ahead cum cases,2020-10-04,105731,102446,110831
LANL,2020-09-20,3 wk ahead cum cases,2020-10-11,108094,103379,115821
LANL,2020-09-20,4 wk ahead cum cases,2020-10-18,110048,104128,120408
LANL,2020-09-20,5 wk ahead cum cases,2020-10-25,111610,104682,124612
LANL,2020-09-20,6 wk ahead cum cases,2020-11-01,112888,105090,128418
LANL,2020-09-27,1 wk ahead cum cases,2020-10-04,106834,105299,109140
LANL,2020-09-27,2 wk ahead cum cases,2020-10-11,109547,106632,114511
LANL,2020-09-27,3 wk ahead cum cases,2020-10-18,111817,107529,119386
LANL,2020-09-27,4 wk ahead cum cases,2020-10-25,113724,108260,123752
LANL,2020-09-27,5 wk ahead cum cases,2020-11-01,115293,108826,127762
LANL,2020-09-27,6 wk ahead cum cases,2020-11-08,116692,109320,131648
LANL,2020-10-04,1 wk ahead cum cases,2020-10-11,109938,108553,112123
LANL,2020-10-04,2 wk ahead cum cases,2020-10-18,112302,109721,116873
LANL,2020-10-04,3 wk ahead cum cases,2020-10-25,114253,110538,121413
LANL,2020-10-04,4 wk ahead cum cases,2020-11-01,115846,111112,125055
LANL,2020-10-04,5 wk ahead cum cases,2020-11-08,117134,111518,128943
LANL,2020-10-04,6 wk ahead cum cases,2020-11-15,118135,111814,132109
LANL,2020-10-11,1 wk ahead cum cases,2020-10-18,114520,112888,116744
LANL,2020-10-11,2 wk ahead cum cases,2020-10-25,117308,114249,122057
LANL,2020-10-11,3 wk ahead cum cases,2020-11-01,119622,115314,127056
LANL,2020-10-11,4 wk ahead cum cases,2020-11-08,121545,116092,131860
LANL,2020-10-11,5 wk ahead cum cases,2020-11-15,123028,116662,135742
LANL,2020-10-11,6 wk ahead cum cases,2020-11-22,124283,117123,139799
MIT,2020-04-19,1 wk ahead cum cases,2020-04-26,2820,2820,2820
MIT,2020-04-19,2 wk ahead cum cases,2020-05-03,3842,3842,3842
MIT,2020-04-19,3 wk ahead cum cases,2020-05-10,4866,4866,4866
MIT,2020-04-19,4 wk ahead cum cases,2020-05-17,5815,5815,5815
MIT,2020-04-19,5 wk ahead cum cases,2020-05-24,6635,6635,6635
MIT,2020-04-19,6 wk ahead cum cases,2020-05-31,7305,7305,7305
MIT,2020-04-26,1 wk ahead cum cases,2020-05-03,4070,4070,4070
MIT,2020-04-26,2 wk ahead cum cases,2020-05-10,5245,5245,5245
MIT,2020-04-26,3 wk ahead cum cases,2020-05-17,6362,6362,6362
MIT,2020-04-26,4 wk ahead cum cases,2020-05-24,7353,7353,7353
MIT,2020-04-26,5 wk ahead cum cases,2020-05-31,8181,8181,8181
MIT,2020-04-26,6 wk ahead cum cases,2020-06-07,8840,8840,8840
MIT,2020-05-03,1 wk ahead cum cases,2020-05-10,6700,6700,6700
MIT,2020-05-03,2 wk ahead cum cases,2020-05-17,8811,8811,8811
MIT,2020-05-03,3 wk ahead cum cases,2020-05-24,10949,10949,10949
MIT,2020-05-03,4 wk ahead cum cases,2020-05-31,12980,12980,12980
MIT,2020-05-03,5 wk ahead cum cases,2020-06-07,14803,14803,14803
MIT,2020-05-03,6 wk ahead cum cases,2020-06-14,16362,16362,16362
MIT,2020-05-17,1 wk ahead cum cases,2020-05-24,21714,21714,21714
MIT,2020-05-17,2 wk ahead cum cases,2020-05-31,31758,31758,31758
MIT,2020-05-17,3 wk ahead cum cases,2020-06-07,44422,44422,44422
MIT,2020-05-17,4 wk ahead cum cases,2020-06-14,59519,59519,59519
MIT,2020-05-24,1 wk ahead cum cases,2020-05-31,33378,33378,33378
MIT,2020-05-24,2 wk ahead cum cases,2020-06-07,47783,47783,47783
MIT,2020-05-24,3 wk ahead cum cases,2020-06-14,65587,65587,65587
MIT,2020-05-24,4 wk ahead cum cases,2020-06-21,86383,86383,86383
MIT,2020-05-24,5 wk ahead cum cases,2020-06-28,109339,109339,109339
MIT,2020-05-24,6 wk ahead cum cases,2020-07-05,133312,133312,133312
MIT,2020-05-31,1 wk ahead cum cases,2020-06-07,36905,36905,36905
MIT,2020-05-31,2 wk ahead cum cases,2020-06-14,46200,46200,46200
MIT,2020-05-31,3 wk ahead cum cases,2020-06-21,55636,55636,55636
MIT,2020-05-31,4 wk ahead cum cases,2020-06-28,64758,64758,64758
MIT,2020-05-31,5 wk ahead cum cases,2020-07-05,73195,73195,73195
MIT,2020-05-31,6 wk ahead cum cases,2020-07-12,80689,80689,80689
MIT,2020-06-07,1 wk ahead cum cases,2020-06-14,40131,40131,40131
MIT,2020-06-07,2 wk ahead cum cases,2020-06-21,46384,46384,46384
MIT,2020-06-07,3 wk ahead cum cases,2020-06-28,51968,51968,51968
MIT,2020-06-07,4 wk ahead cum cases,2020-07-05,56750,56750,56750
MIT,2020-06-07,5 wk ahead cum cases,2020-07-12,60691,60691,60691
MIT,2020-06-14,1 wk ahead cum cases,2020-06-21,42502,42502,42502
MIT,2020-06-14,2 wk ahead cum cases,2020-06-28,46741,46741,46741
MIT,2020-06-14,3 wk ahead cum cases,2020-07-05,50217,50217,50217
MIT,2020-06-14,4 wk ahead cum cases,2020-07-12,52962,52962,52962
MIT,2020-06-14,5 wk ahead cum cases,2020-07-19,55062,55062,55062
MIT,2020-06-14,6 wk ahead cum cases,2020-07-26,56619,56619,56619
MIT,2020-06-21,1 wk ahead cum cases,2020-06-28,44334,44334,44334
MIT,2020-06-21,2 wk ahead cum cases,2020-07-05,47224,47224,47224
MIT,2020-06-21,3 wk ahead cum cases,2020-07-12,49452,49452,49452
MIT,2020-06-21,4 wk ahead cum cases,2020-07-19,51115,51115,51115
MIT,2020-06-21,5 wk ahead cum cases,2020-07-26,52321,52321,52321
MIT,2020-06-21,6 wk ahead cum cases,2020-08-02,53172,53172,53172
MIT,2020-06-28,1 wk ahead cum cases,2020-07-05,46868,46868,46868
MIT,2020-06-28,2 wk ahead cum cases,2020-07-12,49026,49026,49026
MIT,2020-06-28,3 wk ahead cum cases,2020-07-19,50630,50630,50630
MIT,2020-06-28,4 wk ahead cum cases,2020-07-26,51790,51790,51790
MIT,2020-06-28,5 wk ahead cum cases,2020-08-02,52605,52605,52605
MIT,2020-06-28,6 wk ahead cum cases,2020-08-09,53165,53165,53165
MIT,2020-07-05,1 wk ahead cum cases,2020-07-12,53904,53904,53904
MIT,2020-07-05,2 wk ahead cum cases,2020-07-19,56953,56953,56953
MIT,2020-07-05,3 wk ahead cum cases,2020-07-26,59142,59142,59142
MIT,2020-07-05,4 wk ahead cum cases,2020-08-02,60673,60673,60673
MIT,2020-07-05,5 wk ahead cum cases,2020-08-09,61717,61717,61717
MIT,2020-07-05,6 wk ahead cum cases,2020-08-16,62413,62413,62413
MIT,2020-07-12,1 wk ahead cum cases,2020-07-19,56953,56953,56953
MIT,2020-07-12,2 wk ahead cum cases,2020-07-26,59142,59142,59142
MIT,2020-07-12,3 wk ahead cum cases,2020-08-02,60673,60673,60673
MIT,2020-07-12,4 wk ahead cum cases,2020-08-09,61717,61717,61717
MIT,2020-07-12,5 wk ahead cum cases,2020-08-16,62413,62413,62413
MIT,2020-07-12,6 wk ahead cum cases,2020-08-23,62869,62869,62869
MIT,2020-07-19,1 wk ahead cum cases,2020-07-26,59142,59142,59142
MIT,2020-07-19,2 wk ahead cum cases,2020-08-02,60672,60672,60672
MIT,2020-07-19,3 wk ahead cum cases,2020-08-09,61716,61716,61716
MIT,2020-07-19,4 wk ahead cum cases,2020-08-16,62413,62413,62413
MIT,2020-07-19,5 wk ahead cum cases,2020-08-23,62868,62868,62868
MIT,2020-07-19,6 wk ahead cum cases,2020-08-30,63160,63160,63160
