model,forecast_date,target,target_week_end_date,point,quantile_0.05,quantile_0.95
Ensemble,2020-07-26,2 wk ahead cum cases,2020-08-09,71066.0,,
Ensemble,2020-07-26,3 wk ahead cum cases,2020-08-16,73824.0,,
Ensemble,2020-07-26,4 wk ahead cum cases,2020-08-23,76121.0,,
Ensemble,2020-07-26,5 wk ahead cum cases,2020-08-30,77917.0,,
Ensemble,2020-07-26,6 wk ahead cum cases,2020-09-06,79594.0,,
IHME,2020-05-31,1 wk ahead cum cases,2020-06-07,48551,71770,35762
IHME,2020-05-31,2 wk ahead cum cases,2020-06-14,66318,108005,43074
IHME,2020-05-31,3 wk ahead cum cases,2020-06-21,82831,143039,49643
IHME,2020-05-31,4 wk ahead cum cases,2020-06-28,98468,177535,55635
IHME,2020-05-31,5 wk ahead cum cases,2020-07-05,113585,211989,61281
IHME,2020-05-31,6 wk ahead cum cases,2020-07-12,128524,247713,66750
IHME,2020-06-14,1 wk ahead cum cases,2020-06-21,49235,54943,44556
IHME,2020-06-14,2 wk ahead cum cases,2020-06-28,61670,74109,51908
IHME,2020-06-14,3 wk ahead cum cases,2020-07-05,75421,97230,59160
IHME,2020-06-14,4 wk ahead cum cases,2020-07-12,92081,127729,66945
IHME,2020-06-14,5 wk ahead cum cases,2020-07-19,114170,172205,75966
IHME,2020-06-14,6 wk ahead cum cases,2020-07-26,146178,243836,87087
IHME,2020-06-28,1 wk ahead cum cases,2020-07-05,55529,63145,50899
IHME,2020-06-28,2 wk ahead cum cases,2020-07-12,65795,81849,56320
IHME,2020-06-28,3 wk ahead cum cases,2020-07-19,77262,104359,61907
IHME,2020-06-28,4 wk ahead cum cases,2020-07-26,90855,132732,67952
IHME,2020-06-28,5 wk ahead cum cases,2020-08-02,107915,171317,74874
IHME,2020-06-28,6 wk ahead cum cases,2020-08-09,130490,228399,83062
IHME,2020-07-05,1 wk ahead cum cases,2020-07-12,59050,63742,55642
IHME,2020-07-05,2 wk ahead cum cases,2020-07-19,67704,77573,60821
IHME,2020-07-05,3 wk ahead cum cases,2020-07-26,76760,93130,65875
IHME,2020-07-05,4 wk ahead cum cases,2020-08-02,86562,111445,71088
IHME,2020-07-05,5 wk ahead cum cases,2020-08-09,97650,134265,76623
IHME,2020-07-05,6 wk ahead cum cases,2020-08-16,110845,163496,82778
IHME,2020-07-12,1 wk ahead cum cases,2020-07-19,63439,60083,69818
IHME,2020-07-12,2 wk ahead cum cases,2020-07-26,71901,65226,84832
IHME,2020-07-12,3 wk ahead cum cases,2020-08-02,80748,70291,101055
IHME,2020-07-12,4 wk ahead cum cases,2020-08-09,90170,75402,118983
IHME,2020-07-12,5 wk ahead cum cases,2020-08-16,100479,80743,139158
IHME,2020-07-12,6 wk ahead cum cases,2020-08-23,112122,86465,163224
IHME,2020-07-19,1 wk ahead cum cases,2020-07-26,66082,66082,69270
IHME,2020-07-19,2 wk ahead cum cases,2020-08-02,72264,72264,78587
IHME,2020-07-19,3 wk ahead cum cases,2020-08-09,78395,78395,88127
IHME,2020-07-19,4 wk ahead cum cases,2020-08-16,84533,84533,98032
IHME,2020-07-19,5 wk ahead cum cases,2020-08-23,90765,90765,108582
IHME,2020-07-19,6 wk ahead cum cases,2020-08-30,97205,97205,119978
IHME,2020-07-26,1 wk ahead cum cases,2020-08-02,72104,69154,77873
IHME,2020-07-26,2 wk ahead cum cases,2020-08-09,80428,74265,92769
IHME,2020-07-26,3 wk ahead cum cases,2020-08-16,89559,79352,110127
IHME,2020-07-26,4 wk ahead cum cases,2020-08-23,99794,84445,130612
IHME,2020-07-26,5 wk ahead cum cases,2020-08-30,111429,89607,156106
IHME,2020-07-26,6 wk ahead cum cases,2020-09-06,124782,94942,187160
LANL,2020-05-31,1 wk ahead cum cases,2020-06-07,33272,30444,36980
LANL,2020-05-31,2 wk ahead cum cases,2020-06-14,39129,32977,48992
LANL,2020-05-31,3 wk ahead cum cases,2020-06-21,44345,35043,62987
LANL,2020-05-31,4 wk ahead cum cases,2020-06-28,49078,36622,78391
LANL,2020-05-31,5 wk ahead cum cases,2020-07-05,53291,37831,92834
LANL,2020-05-31,6 wk ahead cum cases,2020-07-12,56333,38569,107825
LANL,2020-06-14,1 wk ahead cum cases,2020-06-21,39505,37645,42149
LANL,2020-06-14,2 wk ahead cum cases,2020-06-28,42627,39079,48523
LANL,2020-06-14,3 wk ahead cum cases,2020-07-05,45321,40149,55333
LANL,2020-06-14,4 wk ahead cum cases,2020-07-12,47814,40954,62109
LANL,2020-06-14,5 wk ahead cum cases,2020-07-19,49858,41613,68689
LANL,2020-06-14,6 wk ahead cum cases,2020-07-26,51523,42077,74491
LANL,2020-06-21,1 wk ahead cum cases,2020-06-28,43016,41439,45164
LANL,2020-06-21,2 wk ahead cum cases,2020-07-05,45932,42760,50788
LANL,2020-06-21,3 wk ahead cum cases,2020-07-12,48309,43714,56415
LANL,2020-06-21,4 wk ahead cum cases,2020-07-19,50358,44476,61522
LANL,2020-06-21,5 wk ahead cum cases,2020-07-26,52000,45109,66532
LANL,2020-06-21,6 wk ahead cum cases,2020-08-02,53390,45490,72093
LANL,2020-06-28,1 wk ahead cum cases,2020-07-05,49419,47378,52243
LANL,2020-06-28,2 wk ahead cum cases,2020-07-12,53272,49180,59968
LANL,2020-06-28,3 wk ahead cum cases,2020-07-19,56594,50465,67431
LANL,2020-06-28,4 wk ahead cum cases,2020-07-26,59404,51620,74701
LANL,2020-06-28,5 wk ahead cum cases,2020-08-02,61853,52471,81099
LANL,2020-06-28,6 wk ahead cum cases,2020-08-09,63821,53132,86959
LANL,2020-07-05,1 wk ahead cum cases,2020-07-12,54474,52358,57324
LANL,2020-07-05,2 wk ahead cum cases,2020-07-19,58451,54240,64885
LANL,2020-07-05,3 wk ahead cum cases,2020-07-26,61880,55627,72689
LANL,2020-07-05,4 wk ahead cum cases,2020-08-02,64728,56790,80469
LANL,2020-07-05,5 wk ahead cum cases,2020-08-09,67255,57634,87827
LANL,2020-07-05,6 wk ahead cum cases,2020-08-16,69294,58259,94939
LANL,2020-07-12,1 wk ahead cum cases,2020-07-19,59618,57463,62621
LANL,2020-07-12,2 wk ahead cum cases,2020-07-26,63646,59241,70624
LANL,2020-07-12,3 wk ahead cum cases,2020-08-02,67066,60712,78159
LANL,2020-07-12,4 wk ahead cum cases,2020-08-09,69925,61834,85702
LANL,2020-07-12,5 wk ahead cum cases,2020-08-16,72230,62509,93916
LANL,2020-07-12,6 wk ahead cum cases,2020-08-23,74274,62956,101051
LANL,2020-07-19,1 wk ahead cum cases,2020-07-26,62522,60958,64654
LANL,2020-07-19,2 wk ahead cum cases,2020-08-02,65338,62239,69991
LANL,2020-07-19,3 wk ahead cum cases,2020-08-09,67676,63223,75300
LANL,2020-07-19,4 wk ahead cum cases,2020-08-16,69561,63961,80062
LANL,2020-07-19,5 wk ahead cum cases,2020-08-23,71132,64468,84684
LANL,2020-07-19,6 wk ahead cum cases,2020-08-30,72464,64843,88788
LANL,2020-07-26,1 wk ahead cum cases,2020-08-02,67702,65818,70090
LANL,2020-07-26,2 wk ahead cum cases,2020-08-09,71066,67300,76365
LANL,2020-07-26,3 wk ahead cum cases,2020-08-16,73824,68372,82694
LANL,2020-07-26,4 wk ahead cum cases,2020-08-23,76121,69290,88688
LANL,2020-07-26,5 wk ahead cum cases,2020-08-30,77917,69958,94194
LANL,2020-07-26,6 wk ahead cum cases,2020-09-06,79594,70415,98651
LANL,2020-08-02,1 wk ahead cum cases,2020-08-09,71125,69635,73292
LANL,2020-08-02,2 wk ahead cum cases,2020-08-16,73827,70918,78505
LANL,2020-08-02,3 wk ahead cum cases,2020-08-23,76014,71849,83773
LANL,2020-08-02,4 wk ahead cum cases,2020-08-30,77892,72499,88356
LANL,2020-08-02,5 wk ahead cum cases,2020-09-06,79369,73017,92763
LANL,2020-08-02,6 wk ahead cum cases,2020-09-13,80665,73395,96461
MIT,2020-04-19,1 wk ahead cum cases,2020-04-26,2820,2820,2820
MIT,2020-04-19,2 wk ahead cum cases,2020-05-03,3842,3842,3842
MIT,2020-04-19,3 wk ahead cum cases,2020-05-10,4866,4866,4866
MIT,2020-04-19,4 wk ahead cum cases,2020-05-17,5815,5815,5815
MIT,2020-04-19,5 wk ahead cum cases,2020-05-24,6635,6635,6635
MIT,2020-04-19,6 wk ahead cum cases,2020-05-31,7305,7305,7305
MIT,2020-04-26,1 wk ahead cum cases,2020-05-03,4070,4070,4070
MIT,2020-04-26,2 wk ahead cum cases,2020-05-10,5245,5245,5245
MIT,2020-04-26,3 wk ahead cum cases,2020-05-17,6362,6362,6362
MIT,2020-04-26,4 wk ahead cum cases,2020-05-24,7353,7353,7353
MIT,2020-04-26,5 wk ahead cum cases,2020-05-31,8181,8181,8181
MIT,2020-04-26,6 wk ahead cum cases,2020-06-07,8840,8840,8840
MIT,2020-05-03,1 wk ahead cum cases,2020-05-10,6700,6700,6700
MIT,2020-05-03,2 wk ahead cum cases,2020-05-17,8811,8811,8811
MIT,2020-05-03,3 wk ahead cum cases,2020-05-24,10949,10949,10949
MIT,2020-05-03,4 wk ahead cum cases,2020-05-31,12980,12980,12980
MIT,2020-05-03,5 wk ahead cum cases,2020-06-07,14803,14803,14803
MIT,2020-05-03,6 wk ahead cum cases,2020-06-14,16362,16362,16362
MIT,2020-05-17,1 wk ahead cum cases,2020-05-24,21714,21714,21714
MIT,2020-05-17,2 wk ahead cum cases,2020-05-31,31758,31758,31758
MIT,2020-05-17,3 wk ahead cum cases,2020-06-07,44422,44422,44422
MIT,2020-05-17,4 wk ahead cum cases,2020-06-14,59519,59519,59519
MIT,2020-05-24,1 wk ahead cum cases,2020-05-31,33378,33378,33378
MIT,2020-05-24,2 wk ahead cum cases,2020-06-07,47783,47783,47783
MIT,2020-05-24,3 wk ahead cum cases,2020-06-14,65587,65587,65587
MIT,2020-05-24,4 wk ahead cum cases,2020-06-21,86383,86383,86383
MIT,2020-05-24,5 wk ahead cum cases,2020-06-28,109339,109339,109339
MIT,2020-05-24,6 wk ahead cum cases,2020-07-05,133312,133312,133312
MIT,2020-05-31,1 wk ahead cum cases,2020-06-07,36905,36905,36905
MIT,2020-05-31,2 wk ahead cum cases,2020-06-14,46200,46200,46200
MIT,2020-05-31,3 wk ahead cum cases,2020-06-21,55636,55636,55636
MIT,2020-05-31,4 wk ahead cum cases,2020-06-28,64758,64758,64758
MIT,2020-05-31,5 wk ahead cum cases,2020-07-05,73195,73195,73195
MIT,2020-05-31,6 wk ahead cum cases,2020-07-12,80689,80689,80689
MIT,2020-06-07,1 wk ahead cum cases,2020-06-14,40131,40131,40131
MIT,2020-06-07,2 wk ahead cum cases,2020-06-21,46384,46384,46384
MIT,2020-06-07,3 wk ahead cum cases,2020-06-28,51968,51968,51968
MIT,2020-06-07,4 wk ahead cum cases,2020-07-05,56750,56750,56750
MIT,2020-06-07,5 wk ahead cum cases,2020-07-12,60691,60691,60691
MIT,2020-06-14,1 wk ahead cum cases,2020-06-21,42502,42502,42502
MIT,2020-06-14,2 wk ahead cum cases,2020-06-28,46741,46741,46741
MIT,2020-06-14,3 wk ahead cum cases,2020-07-05,50217,50217,50217
MIT,2020-06-14,4 wk ahead cum cases,2020-07-12,52962,52962,52962
MIT,2020-06-14,5 wk ahead cum cases,2020-07-19,55062,55062,55062
MIT,2020-06-14,6 wk ahead cum cases,2020-07-26,56619,56619,56619
MIT,2020-06-21,1 wk ahead cum cases,2020-06-28,44334,44334,44334
MIT,2020-06-21,2 wk ahead cum cases,2020-07-05,47224,47224,47224
MIT,2020-06-21,3 wk ahead cum cases,2020-07-12,49452,49452,49452
MIT,2020-06-21,4 wk ahead cum cases,2020-07-19,51115,51115,51115
MIT,2020-06-21,5 wk ahead cum cases,2020-07-26,52321,52321,52321
MIT,2020-06-21,6 wk ahead cum cases,2020-08-02,53172,53172,53172
MIT,2020-06-28,1 wk ahead cum cases,2020-07-05,46868,46868,46868
MIT,2020-06-28,2 wk ahead cum cases,2020-07-12,49026,49026,49026
MIT,2020-06-28,3 wk ahead cum cases,2020-07-19,50630,50630,50630
MIT,2020-06-28,4 wk ahead cum cases,2020-07-26,51790,51790,51790
MIT,2020-06-28,5 wk ahead cum cases,2020-08-02,52605,52605,52605
MIT,2020-06-28,6 wk ahead cum cases,2020-08-09,53165,53165,53165
MIT,2020-07-05,1 wk ahead cum cases,2020-07-12,53904,53904,53904
MIT,2020-07-05,2 wk ahead cum cases,2020-07-19,56953,56953,56953
MIT,2020-07-05,3 wk ahead cum cases,2020-07-26,59142,59142,59142
MIT,2020-07-05,4 wk ahead cum cases,2020-08-02,60673,60673,60673
MIT,2020-07-05,5 wk ahead cum cases,2020-08-09,61717,61717,61717
MIT,2020-07-05,6 wk ahead cum cases,2020-08-16,62413,62413,62413
MIT,2020-07-12,1 wk ahead cum cases,2020-07-19,56953,56953,56953
MIT,2020-07-12,2 wk ahead cum cases,2020-07-26,59142,59142,59142
MIT,2020-07-12,3 wk ahead cum cases,2020-08-02,60673,60673,60673
MIT,2020-07-12,4 wk ahead cum cases,2020-08-09,61717,61717,61717
MIT,2020-07-12,5 wk ahead cum cases,2020-08-16,62413,62413,62413
MIT,2020-07-12,6 wk ahead cum cases,2020-08-23,62869,62869,62869
MIT,2020-07-19,1 wk ahead cum cases,2020-07-26,59142,59142,59142
MIT,2020-07-19,2 wk ahead cum cases,2020-08-02,60672,60672,60672
MIT,2020-07-19,3 wk ahead cum cases,2020-08-09,61716,61716,61716
MIT,2020-07-19,4 wk ahead cum cases,2020-08-16,62413,62413,62413
MIT,2020-07-19,5 wk ahead cum cases,2020-08-23,62868,62868,62868
MIT,2020-07-19,6 wk ahead cum cases,2020-08-30,63160,63160,63160
MIT,2020-07-26,1 wk ahead cum cases,2020-08-02,63760,63760,63760
MIT,2020-07-26,2 wk ahead cum cases,2020-08-09,65091,65091,65091
MIT,2020-07-26,3 wk ahead cum cases,2020-08-16,65979,65979,65979
MIT,2020-07-26,4 wk ahead cum cases,2020-08-23,66561,66561,66561
MIT,2020-07-26,5 wk ahead cum cases,2020-08-30,66934,66934,66934
MIT,2020-07-26,6 wk ahead cum cases,2020-09-06,67170,67170,67170
MIT,2020-08-02,1 wk ahead cum cases,2020-08-09,67569,67569,67569
MIT,2020-08-02,2 wk ahead cum cases,2020-08-16,68715,68715,68715
MIT,2020-08-02,3 wk ahead cum cases,2020-08-23,69468,69468,69468
MIT,2020-08-02,4 wk ahead cum cases,2020-08-30,69953,69953,69953
MIT,2020-08-02,5 wk ahead cum cases,2020-09-06,70260,70260,70260
MIT,2020-08-02,6 wk ahead cum cases,2020-09-13,70451,70451,70451
